County,county_type,year,annual_mean_all,total_pop,pop_density,housing_density,hh_income,land_use,State,EPA_region,native_prop,Climate_Zone,popd_q,hhinc_q
01027,0,2000,16.127619,13932,23.1,11.2,35595,6,1,4,0.003947746195808211,Southeast,"(10.6,32]","[2.47e+04,3.64e+04]"
01027,0,2001,12.808107999999999,13932,23.1,11.2,35595,6,1,4,0.003947746195808211,Southeast,"(10.6,32]","[2.47e+04,3.64e+04]"
01027,0,2002,13.199152999999999,13932,23.1,11.2,35595,6,1,4,0.003947746195808211,Southeast,"(10.6,32]","[2.47e+04,3.64e+04]"
01027,0,2003,13.488287999999999,13932,23.1,11.2,35595,6,1,4,0.003947746195808211,Southeast,"(10.6,32]","[2.47e+04,3.64e+04]"
01027,0,2004,13.015789,13932,23.1,11.2,35595,6,1,4,0.003947746195808211,Southeast,"(10.6,32]","[2.47e+04,3.64e+04]"
01027,0,2005,13.473333,13932,23.1,11.2,35595,6,1,4,0.003947746195808211,Southeast,"(10.6,32]","[2.47e+04,3.64e+04]"
01027,0,2006,13.012397,13932,23.1,11.2,35595,6,1,4,0.003947746195808211,Southeast,"(10.6,32]","[2.47e+04,3.64e+04]"
01027,0,2007,12.858474999999999,13932,23.1,11.2,35595,6,1,4,0.003947746195808211,Southeast,"(10.6,32]","[2.47e+04,3.64e+04]"
01027,0,2008,10.8,13932,23.1,11.2,35595,6,1,4,0.003947746195808211,Southeast,"(10.6,32]","[2.47e+04,3.64e+04]"
01027,0,2009,9.132773,13932,23.1,11.2,35595,6,1,4,0.003947746195808211,Southeast,"(10.6,32]","[2.47e+04,3.64e+04]"
01027,0,2010,10.536283,13932,23.1,11.2,35595,6,1,4,0.003947746195808211,Southeast,"(10.6,32]","[2.47e+04,3.64e+04]"
01027,0,2011,10.60339,13932,23.1,11.2,35595,6,1,4,0.003947746195808211,Southeast,"(10.6,32]","[2.47e+04,3.64e+04]"
01027,0,2012,8.887603,13932,23.1,11.2,35595,6,1,4,0.003947746195808211,Southeast,"(10.6,32]","[2.47e+04,3.64e+04]"
01027,0,2013,8.045762999999999,13932,23.1,11.2,35595,6,1,4,0.003947746195808211,Southeast,"(10.6,32]","[2.47e+04,3.64e+04]"
01027,0,2014,8.903509,13932,23.1,11.2,35595,6,1,4,0.003947746195808211,Southeast,"(10.6,32]","[2.47e+04,3.64e+04]"
01027,0,2015,8.254464,13932,23.1,11.2,35595,6,1,4,0.003947746195808211,Southeast,"(10.6,32]","[2.47e+04,3.64e+04]"
01027,0,2016,7.363792999999999,13932,23.1,11.2,35595,6,1,4,0.003947746195808211,Southeast,"(10.6,32]","[2.47e+04,3.64e+04]"
01027,0,2017,7.9067799999999995,13932,23.1,11.2,35595,6,1,4,0.003947746195808211,Southeast,"(10.6,32]","[2.47e+04,3.64e+04]"
01027,0,2018,7.011818,13932,23.1,11.2,35595,6,1,4,0.003947746195808211,Southeast,"(10.6,32]","[2.47e+04,3.64e+04]"
01049,0,2000,17.691489,71109,91.5,40,35065,6,1,4,0.013626967050584315,Southeast,"(67.6,110]","[2.47e+04,3.64e+04]"
01049,0,2001,14.241964,71109,91.5,40,35065,6,1,4,0.013626967050584315,Southeast,"(67.6,110]","[2.47e+04,3.64e+04]"
01049,0,2002,14.603738,71109,91.5,40,35065,6,1,4,0.013626967050584315,Southeast,"(67.6,110]","[2.47e+04,3.64e+04]"
01049,0,2003,14.904347999999999,71109,91.5,40,35065,6,1,4,0.013626967050584315,Southeast,"(67.6,110]","[2.47e+04,3.64e+04]"
01049,0,2004,14.159459,71109,91.5,40,35065,6,1,4,0.013626967050584315,Southeast,"(67.6,110]","[2.47e+04,3.64e+04]"
01049,0,2005,14.195651999999999,71109,91.5,40,35065,6,1,4,0.013626967050584315,Southeast,"(67.6,110]","[2.47e+04,3.64e+04]"
01049,0,2006,13.6,71109,91.5,40,35065,6,1,4,0.013626967050584315,Southeast,"(67.6,110]","[2.47e+04,3.64e+04]"
01049,0,2007,13.695283,71109,91.5,40,35065,6,1,4,0.013626967050584315,Southeast,"(67.6,110]","[2.47e+04,3.64e+04]"
01049,0,2008,11.659091,71109,91.5,40,35065,6,1,4,0.013626967050584315,Southeast,"(67.6,110]","[2.47e+04,3.64e+04]"
01049,0,2009,9.67619,71109,91.5,40,35065,6,1,4,0.013626967050584315,Southeast,"(67.6,110]","[2.47e+04,3.64e+04]"
01049,0,2010,11.498058,71109,91.5,40,35065,6,1,4,0.013626967050584315,Southeast,"(67.6,110]","[2.47e+04,3.64e+04]"
01049,0,2011,11.185046999999999,71109,91.5,40,35065,6,1,4,0.013626967050584315,Southeast,"(67.6,110]","[2.47e+04,3.64e+04]"
01049,0,2012,9.274106999999999,71109,91.5,40,35065,6,1,4,0.013626967050584315,Southeast,"(67.6,110]","[2.47e+04,3.64e+04]"
01049,0,2013,8.991736,71109,91.5,40,35065,6,1,4,0.013626967050584315,Southeast,"(67.6,110]","[2.47e+04,3.64e+04]"
01049,0,2014,9.600916999999999,71109,91.5,40,35065,6,1,4,0.013626967050584315,Southeast,"(67.6,110]","[2.47e+04,3.64e+04]"
01049,0,2015,9.085714,71109,91.5,40,35065,6,1,4,0.013626967050584315,Southeast,"(67.6,110]","[2.47e+04,3.64e+04]"
01049,0,2016,7.69569,71109,91.5,40,35065,6,1,4,0.013626967050584315,Southeast,"(67.6,110]","[2.47e+04,3.64e+04]"
01049,0,2017,8.006086999999999,71109,91.5,40,35065,6,1,4,0.013626967050584315,Southeast,"(67.6,110]","[2.47e+04,3.64e+04]"
01049,0,2018,7.059648999999999,71109,91.5,40,35065,6,1,4,0.013626967050584315,Southeast,"(67.6,110]","[2.47e+04,3.64e+04]"
01053,0,2000,16.850435,38319,40.5,17.4,31927,6,1,4,0.03361256817766643,Southeast,"(32,67.6]","[2.47e+04,3.64e+04]"
01053,0,2001,12.419091,38319,40.5,17.4,31927,6,1,4,0.03361256817766643,Southeast,"(32,67.6]","[2.47e+04,3.64e+04]"
01053,0,2002,11.913675,38319,40.5,17.4,31927,6,1,4,0.03361256817766643,Southeast,"(32,67.6]","[2.47e+04,3.64e+04]"
01053,0,2003,12.726666999999999,38319,40.5,17.4,31927,6,1,4,0.03361256817766643,Southeast,"(32,67.6]","[2.47e+04,3.64e+04]"
01053,0,2004,12.568182,38319,40.5,17.4,31927,6,1,4,0.03361256817766643,Southeast,"(32,67.6]","[2.47e+04,3.64e+04]"
01053,0,2005,13.535185,38319,40.5,17.4,31927,6,1,4,0.03361256817766643,Southeast,"(32,67.6]","[2.47e+04,3.64e+04]"
01053,0,2006,13.131404999999999,38319,40.5,17.4,31927,6,1,4,0.03361256817766643,Southeast,"(32,67.6]","[2.47e+04,3.64e+04]"
01053,0,2007,12.715385,38319,40.5,17.4,31927,6,1,4,0.03361256817766643,Southeast,"(32,67.6]","[2.47e+04,3.64e+04]"
01119,0,2000,15.325234,13763,15.2,7.5,25338,6,1,4,7.992443507956114e-4,Southeast,"(10.6,32]","[2.47e+04,3.64e+04]"
01119,0,2001,12.055556,13763,15.2,7.5,25338,6,1,4,7.992443507956114e-4,Southeast,"(10.6,32]","[2.47e+04,3.64e+04]"
01119,0,2002,11.607206999999999,13763,15.2,7.5,25338,6,1,4,7.992443507956114e-4,Southeast,"(10.6,32]","[2.47e+04,3.64e+04]"
01119,0,2003,12.112605,13763,15.2,7.5,25338,6,1,4,7.992443507956114e-4,Southeast,"(10.6,32]","[2.47e+04,3.64e+04]"
01119,0,2004,11.326316,13763,15.2,7.5,25338,6,1,4,7.992443507956114e-4,Southeast,"(10.6,32]","[2.47e+04,3.64e+04]"
01119,0,2005,12.133645,13763,15.2,7.5,25338,6,1,4,7.992443507956114e-4,Southeast,"(10.6,32]","[2.47e+04,3.64e+04]"
01121,0,2000,18.077358,82291,111.7,50.3,36948,5,1,4,0.003208127255714477,Southeast,"(110,196]","(3.64e+04,3.9e+04]"
01121,0,2001,14.64537,82291,111.7,50.3,36948,5,1,4,0.003208127255714477,Southeast,"(110,196]","(3.64e+04,3.9e+04]"
01121,0,2002,14.227433999999999,82291,111.7,50.3,36948,5,1,4,0.003208127255714477,Southeast,"(110,196]","(3.64e+04,3.9e+04]"
01121,0,2003,15.287849999999999,82291,111.7,50.3,36948,5,1,4,0.003208127255714477,Southeast,"(110,196]","(3.64e+04,3.9e+04]"
01121,0,2004,13.939473999999999,82291,111.7,50.3,36948,5,1,4,0.003208127255714477,Southeast,"(110,196]","(3.64e+04,3.9e+04]"
01121,0,2005,14.197458,82291,111.7,50.3,36948,5,1,4,0.003208127255714477,Southeast,"(110,196]","(3.64e+04,3.9e+04]"
01121,0,2007,14.073729,82291,111.7,50.3,36948,5,1,4,0.003208127255714477,Southeast,"(110,196]","(3.64e+04,3.9e+04]"
01121,0,2008,12.195326999999999,82291,111.7,50.3,36948,5,1,4,0.003208127255714477,Southeast,"(110,196]","(3.64e+04,3.9e+04]"
01121,0,2009,10.681443,82291,111.7,50.3,36948,5,1,4,0.003208127255714477,Southeast,"(110,196]","(3.64e+04,3.9e+04]"
01121,0,2010,11.742735,82291,111.7,50.3,36948,5,1,4,0.003208127255714477,Southeast,"(110,196]","(3.64e+04,3.9e+04]"
01121,0,2011,12.308181999999999,82291,111.7,50.3,36948,5,1,4,0.003208127255714477,Southeast,"(110,196]","(3.64e+04,3.9e+04]"
01121,0,2012,10.344828,82291,111.7,50.3,36948,5,1,4,0.003208127255714477,Southeast,"(110,196]","(3.64e+04,3.9e+04]"
01121,0,2013,9.172806999999999,82291,111.7,50.3,36948,5,1,4,0.003208127255714477,Southeast,"(110,196]","(3.64e+04,3.9e+04]"
01121,0,2014,9.267593,82291,111.7,50.3,36948,5,1,4,0.003208127255714477,Southeast,"(110,196]","(3.64e+04,3.9e+04]"
01121,0,2015,9.935514,82291,111.7,50.3,36948,5,1,4,0.003208127255714477,Southeast,"(110,196]","(3.64e+04,3.9e+04]"
01121,0,2016,8.567521,82291,111.7,50.3,36948,5,1,4,0.003208127255714477,Southeast,"(110,196]","(3.64e+04,3.9e+04]"
01121,0,2017,8.700000000000001,82291,111.7,50.3,36948,5,1,4,0.003208127255714477,Southeast,"(110,196]","(3.64e+04,3.9e+04]"
04001,1,2000,3.8380971014492755,71518,6.4,2.9,30184,6,4,9,0.7292429877793003,Southwest,"[0.5,10.6]","[2.47e+04,3.64e+04]"
04001,1,2001,3.4953416666666666,71518,6.4,2.9,30184,6,4,9,0.7292429877793003,Southwest,"[0.5,10.6]","[2.47e+04,3.64e+04]"
04001,1,2002,3.357195575221239,71518,6.4,2.9,30184,6,4,9,0.7292429877793003,Southwest,"[0.5,10.6]","[2.47e+04,3.64e+04]"
04001,1,2003,3.3356394736842105,71518,6.4,2.9,30184,6,4,9,0.7292429877793003,Southwest,"[0.5,10.6]","[2.47e+04,3.64e+04]"
04001,1,2004,2.5678478632478634,71518,6.4,2.9,30184,6,4,9,0.7292429877793003,Southwest,"[0.5,10.6]","[2.47e+04,3.64e+04]"
04001,1,2005,2.983122881355932,71518,6.4,2.9,30184,6,4,9,0.7292429877793003,Southwest,"[0.5,10.6]","[2.47e+04,3.64e+04]"
04001,1,2006,2.4691825688073394,71518,6.4,2.9,30184,6,4,9,0.7292429877793003,Southwest,"[0.5,10.6]","[2.47e+04,3.64e+04]"
04001,1,2007,2.9589247863247863,71518,6.4,2.9,30184,6,4,9,0.7292429877793003,Southwest,"[0.5,10.6]","[2.47e+04,3.64e+04]"
04001,1,2008,3.7168897435897437,71518,6.4,2.9,30184,6,4,9,0.7292429877793003,Southwest,"[0.5,10.6]","[2.47e+04,3.64e+04]"
04001,1,2009,2.9755354545454544,71518,6.4,2.9,30184,6,4,9,0.7292429877793003,Southwest,"[0.5,10.6]","[2.47e+04,3.64e+04]"
04001,1,2010,2.3919736363636366,71518,6.4,2.9,30184,6,4,9,0.7292429877793003,Southwest,"[0.5,10.6]","[2.47e+04,3.64e+04]"
04001,1,2011,2.756002105263158,71518,6.4,2.9,30184,6,4,9,0.7292429877793003,Southwest,"[0.5,10.6]","[2.47e+04,3.64e+04]"
04001,1,2012,3.337370909090909,71518,6.4,2.9,30184,6,4,9,0.7292429877793003,Southwest,"[0.5,10.6]","[2.47e+04,3.64e+04]"
04001,1,2013,2.8429324324324323,71518,6.4,2.9,30184,6,4,9,0.7292429877793003,Southwest,"[0.5,10.6]","[2.47e+04,3.64e+04]"
04001,1,2014,2.804667676767677,71518,6.4,2.9,30184,6,4,9,0.7292429877793003,Southwest,"[0.5,10.6]","[2.47e+04,3.64e+04]"
04001,1,2015,2.2703470689655174,71518,6.4,2.9,30184,6,4,9,0.7292429877793003,Southwest,"[0.5,10.6]","[2.47e+04,3.64e+04]"
04001,1,2016,2.3113634782608696,71518,6.4,2.9,30184,6,4,9,0.7292429877793003,Southwest,"[0.5,10.6]","[2.47e+04,3.64e+04]"
04001,1,2017,2.794211592920354,71518,6.4,2.9,30184,6,4,9,0.7292429877793003,Southwest,"[0.5,10.6]","[2.47e+04,3.64e+04]"
04001,1,2018,2.2524595327102803,71518,6.4,2.9,30184,6,4,9,0.7292429877793003,Southwest,"[0.5,10.6]","[2.47e+04,3.64e+04]"
04007,1,2000,4.851415580503834,53597,11.3,6.9,37580,5,4,9,0.14825456648693025,Southwest,"(10.6,32]","(3.64e+04,3.9e+04]"
04007,1,2001,5.759931773979107,53597,11.3,6.9,37580,5,4,9,0.14825456648693025,Southwest,"(10.6,32]","(3.64e+04,3.9e+04]"
04007,1,2002,4.62888354904101,53597,11.3,6.9,37580,5,4,9,0.14825456648693025,Southwest,"(10.6,32]","(3.64e+04,3.9e+04]"
04007,1,2003,6.3496115127970185,53597,11.3,6.9,37580,5,4,9,0.14825456648693025,Southwest,"(10.6,32]","(3.64e+04,3.9e+04]"
04007,1,2004,5.497674538779402,53597,11.3,6.9,37580,5,4,9,0.14825456648693025,Southwest,"(10.6,32]","(3.64e+04,3.9e+04]"
04007,1,2005,5.528768385744235,53597,11.3,6.9,37580,5,4,9,0.14825456648693025,Southwest,"(10.6,32]","(3.64e+04,3.9e+04]"
04007,1,2006,5.67621890602944,53597,11.3,6.9,37580,5,4,9,0.14825456648693025,Southwest,"(10.6,32]","(3.64e+04,3.9e+04]"
04007,1,2007,5.957735697903511,53597,11.3,6.9,37580,5,4,9,0.14825456648693025,Southwest,"(10.6,32]","(3.64e+04,3.9e+04]"
04007,1,2008,4.347152437912964,53597,11.3,6.9,37580,5,4,9,0.14825456648693025,Southwest,"(10.6,32]","(3.64e+04,3.9e+04]"
04007,1,2009,3.7058971048109965,53597,11.3,6.9,37580,5,4,9,0.14825456648693025,Southwest,"(10.6,32]","(3.64e+04,3.9e+04]"
04007,1,2010,3.4649046496949296,53597,11.3,6.9,37580,5,4,9,0.14825456648693025,Southwest,"(10.6,32]","(3.64e+04,3.9e+04]"
04007,1,2011,4.140820674918951,53597,11.3,6.9,37580,5,4,9,0.14825456648693025,Southwest,"(10.6,32]","(3.64e+04,3.9e+04]"
04007,1,2012,4.659063156777862,53597,11.3,6.9,37580,5,4,9,0.14825456648693025,Southwest,"(10.6,32]","(3.64e+04,3.9e+04]"
04007,1,2013,3.4009054599020505,53597,11.3,6.9,37580,5,4,9,0.14825456648693025,Southwest,"(10.6,32]","(3.64e+04,3.9e+04]"
04007,1,2014,3.6089078297398522,53597,11.3,6.9,37580,5,4,9,0.14825456648693025,Southwest,"(10.6,32]","(3.64e+04,3.9e+04]"
04007,1,2015,3.291557325127234,53597,11.3,6.9,37580,5,4,9,0.14825456648693025,Southwest,"(10.6,32]","(3.64e+04,3.9e+04]"
04007,1,2016,3.290492747041893,53597,11.3,6.9,37580,5,4,9,0.14825456648693025,Southwest,"(10.6,32]","(3.64e+04,3.9e+04]"
04007,1,2017,3.647325792046936,53597,11.3,6.9,37580,5,4,9,0.14825456648693025,Southwest,"(10.6,32]","(3.64e+04,3.9e+04]"
04007,1,2018,3.890101120689655,53597,11.3,6.9,37580,5,4,9,0.14825456648693025,Southwest,"(10.6,32]","(3.64e+04,3.9e+04]"
04017,1,2000,3.1102641304347824,107449,10.8,5.7,39774,5,4,9,0.4337964988040838,Southwest,"(10.6,32]","(3.9e+04,4.19e+04]"
04017,1,2001,3.2803778846153846,107449,10.8,5.7,39774,5,4,9,0.4337964988040838,Southwest,"(10.6,32]","(3.9e+04,4.19e+04]"
04017,1,2002,4.068804237288136,107449,10.8,5.7,39774,5,4,9,0.4337964988040838,Southwest,"(10.6,32]","(3.9e+04,4.19e+04]"
04017,1,2003,4.445904237288135,107449,10.8,5.7,39774,5,4,9,0.4337964988040838,Southwest,"(10.6,32]","(3.9e+04,4.19e+04]"
04017,1,2004,3.526111224489796,107449,10.8,5.7,39774,5,4,9,0.4337964988040838,Southwest,"(10.6,32]","(3.9e+04,4.19e+04]"
04017,1,2005,3.8495460869565217,107449,10.8,5.7,39774,5,4,9,0.4337964988040838,Southwest,"(10.6,32]","(3.9e+04,4.19e+04]"
04017,1,2006,3.5534935185185184,107449,10.8,5.7,39774,5,4,9,0.4337964988040838,Southwest,"(10.6,32]","(3.9e+04,4.19e+04]"
04017,1,2007,3.8561969696969696,107449,10.8,5.7,39774,5,4,9,0.4337964988040838,Southwest,"(10.6,32]","(3.9e+04,4.19e+04]"
04017,1,2008,3.7516739130434784,107449,10.8,5.7,39774,5,4,9,0.4337964988040838,Southwest,"(10.6,32]","(3.9e+04,4.19e+04]"
04017,1,2009,3.9301910714285713,107449,10.8,5.7,39774,5,4,9,0.4337964988040838,Southwest,"(10.6,32]","(3.9e+04,4.19e+04]"
04017,1,2010,3.3700596330275228,107449,10.8,5.7,39774,5,4,9,0.4337964988040838,Southwest,"(10.6,32]","(3.9e+04,4.19e+04]"
04017,1,2011,3.324951401869159,107449,10.8,5.7,39774,5,4,9,0.4337964988040838,Southwest,"(10.6,32]","(3.9e+04,4.19e+04]"
04017,1,2012,3.8131396226415095,107449,10.8,5.7,39774,5,4,9,0.4337964988040838,Southwest,"(10.6,32]","(3.9e+04,4.19e+04]"
04017,1,2013,2.881935294117647,107449,10.8,5.7,39774,5,4,9,0.4337964988040838,Southwest,"(10.6,32]","(3.9e+04,4.19e+04]"
04017,1,2014,2.839298275862069,107449,10.8,5.7,39774,5,4,9,0.4337964988040838,Southwest,"(10.6,32]","(3.9e+04,4.19e+04]"
04017,1,2015,2.642421724137931,107449,10.8,5.7,39774,5,4,9,0.4337964988040838,Southwest,"(10.6,32]","(3.9e+04,4.19e+04]"
04017,1,2016,2.875800826446281,107449,10.8,5.7,39774,5,4,9,0.4337964988040838,Southwest,"(10.6,32]","(3.9e+04,4.19e+04]"
04017,1,2017,3.07038850877193,107449,10.8,5.7,39774,5,4,9,0.4337964988040838,Southwest,"(10.6,32]","(3.9e+04,4.19e+04]"
04017,1,2018,2.998657232142857,107449,10.8,5.7,39774,5,4,9,0.4337964988040838,Southwest,"(10.6,32]","(3.9e+04,4.19e+04]"
04023,0,2000,13.215686,47420,38.3,14.6,36519,5,4,9,0.006916912695065373,Southwest,"(32,67.6]","(3.64e+04,3.9e+04]"
04023,0,2001,10.618966,47420,38.3,14.6,36519,5,4,9,0.006916912695065373,Southwest,"(32,67.6]","(3.64e+04,3.9e+04]"
04023,0,2002,12.212069,47420,38.3,14.6,36519,5,4,9,0.006916912695065373,Southwest,"(32,67.6]","(3.64e+04,3.9e+04]"
04023,0,2003,11.317544,47420,38.3,14.6,36519,5,4,9,0.006916912695065373,Southwest,"(32,67.6]","(3.64e+04,3.9e+04]"
04023,0,2004,10.761016999999999,47420,38.3,14.6,36519,5,4,9,0.006916912695065373,Southwest,"(32,67.6]","(3.64e+04,3.9e+04]"
04023,0,2005,13.283332999999999,47420,38.3,14.6,36519,5,4,9,0.006916912695065373,Southwest,"(32,67.6]","(3.64e+04,3.9e+04]"
04023,0,2006,15.753333,47420,38.3,14.6,36519,5,4,9,0.006916912695065373,Southwest,"(32,67.6]","(3.64e+04,3.9e+04]"
04023,0,2007,12.330508,47420,38.3,14.6,36519,5,4,9,0.006916912695065373,Southwest,"(32,67.6]","(3.64e+04,3.9e+04]"
04023,0,2008,12.131034,47420,38.3,14.6,36519,5,4,9,0.006916912695065373,Southwest,"(32,67.6]","(3.64e+04,3.9e+04]"
04023,0,2009,11.608333,47420,38.3,14.6,36519,5,4,9,0.006916912695065373,Southwest,"(32,67.6]","(3.64e+04,3.9e+04]"
04023,0,2010,10.218644,47420,38.3,14.6,36519,5,4,9,0.006916912695065373,Southwest,"(32,67.6]","(3.64e+04,3.9e+04]"
04023,0,2011,9.920689999999999,47420,38.3,14.6,36519,5,4,9,0.006916912695065373,Southwest,"(32,67.6]","(3.64e+04,3.9e+04]"
04023,0,2012,9.386206999999999,47420,38.3,14.6,36519,5,4,9,0.006916912695065373,Southwest,"(32,67.6]","(3.64e+04,3.9e+04]"
04023,0,2013,9.905172,47420,38.3,14.6,36519,5,4,9,0.006916912695065373,Southwest,"(32,67.6]","(3.64e+04,3.9e+04]"
04023,0,2014,8.445613999999999,47420,38.3,14.6,36519,5,4,9,0.006916912695065373,Southwest,"(32,67.6]","(3.64e+04,3.9e+04]"
04023,0,2015,7.694444,47420,38.3,14.6,36519,5,4,9,0.006916912695065373,Southwest,"(32,67.6]","(3.64e+04,3.9e+04]"
04023,0,2016,9.183703833333333,47420,38.3,14.6,36519,5,4,9,0.006916912695065373,Southwest,"(32,67.6]","(3.64e+04,3.9e+04]"
04023,0,2017,9.201692695652174,47420,38.3,14.6,36519,5,4,9,0.006916912695065373,Southwest,"(32,67.6]","(3.64e+04,3.9e+04]"
04023,0,2018,8.807235872881357,47420,38.3,14.6,36519,5,4,9,0.006916912695065373,Southwest,"(32,67.6]","(3.64e+04,3.9e+04]"
05001,0,2002,11.691379,19019,19.2,9.5,37230,6,5,6,0.001892843998107156,South,"(10.6,32]","(3.64e+04,3.9e+04]"
05001,0,2003,12.072807,19019,19.2,9.5,37230,6,5,6,0.001892843998107156,South,"(10.6,32]","(3.64e+04,3.9e+04]"
05001,0,2004,11.599179999999999,19019,19.2,9.5,37230,6,5,6,0.001892843998107156,South,"(10.6,32]","(3.64e+04,3.9e+04]"
05001,0,2005,13.956033999999999,19019,19.2,9.5,37230,6,5,6,0.001892843998107156,South,"(10.6,32]","(3.64e+04,3.9e+04]"
05001,0,2006,11.39569,19019,19.2,9.5,37230,6,5,6,0.001892843998107156,South,"(10.6,32]","(3.64e+04,3.9e+04]"
05001,0,2007,12.312280999999999,19019,19.2,9.5,37230,6,5,6,0.001892843998107156,South,"(10.6,32]","(3.64e+04,3.9e+04]"
05001,0,2008,11.366957,19019,19.2,9.5,37230,6,5,6,0.001892843998107156,South,"(10.6,32]","(3.64e+04,3.9e+04]"
05001,0,2009,9.653333,19019,19.2,9.5,37230,6,5,6,0.001892843998107156,South,"(10.6,32]","(3.64e+04,3.9e+04]"
05001,0,2010,11.410255999999999,19019,19.2,9.5,37230,6,5,6,0.001892843998107156,South,"(10.6,32]","(3.64e+04,3.9e+04]"
05001,0,2011,10.966667,19019,19.2,9.5,37230,6,5,6,0.001892843998107156,South,"(10.6,32]","(3.64e+04,3.9e+04]"
05001,0,2012,9.974789999999999,19019,19.2,9.5,37230,6,5,6,0.001892843998107156,South,"(10.6,32]","(3.64e+04,3.9e+04]"
05001,0,2013,9.446551999999999,19019,19.2,9.5,37230,6,5,6,0.001892843998107156,South,"(10.6,32]","(3.64e+04,3.9e+04]"
05001,0,2014,9.180869999999999,19019,19.2,9.5,37230,6,5,6,0.001892843998107156,South,"(10.6,32]","(3.64e+04,3.9e+04]"
05001,0,2015,8.939655,19019,19.2,9.5,37230,6,5,6,0.001892843998107156,South,"(10.6,32]","(3.64e+04,3.9e+04]"
05001,0,2016,8.339496,19019,19.2,9.5,37230,6,5,6,0.001892843998107156,South,"(10.6,32]","(3.64e+04,3.9e+04]"
05001,0,2017,7.755751999999999,19019,19.2,9.5,37230,6,5,6,0.001892843998107156,South,"(10.6,32]","(3.64e+04,3.9e+04]"
05001,0,2018,8.272881,19019,19.2,9.5,37230,6,5,6,0.001892843998107156,South,"(10.6,32]","(3.64e+04,3.9e+04]"
05003,0,2002,10.730701999999999,21853,23.6,11,34934,6,5,6,0.0032032215256486522,South,"(10.6,32]","[2.47e+04,3.64e+04]"
05003,0,2003,11.413158,21853,23.6,11,34934,6,5,6,0.0032032215256486522,South,"(10.6,32]","[2.47e+04,3.64e+04]"
05003,0,2004,11.018965999999999,21853,23.6,11,34934,6,5,6,0.0032032215256486522,South,"(10.6,32]","[2.47e+04,3.64e+04]"
05003,0,2005,14.246153999999999,21853,23.6,11,34934,6,5,6,0.0032032215256486522,South,"(10.6,32]","[2.47e+04,3.64e+04]"
05003,0,2006,13.64322,21853,23.6,11,34934,6,5,6,0.0032032215256486522,South,"(10.6,32]","[2.47e+04,3.64e+04]"
05003,0,2007,12.044348,21853,23.6,11,34934,6,5,6,0.0032032215256486522,South,"(10.6,32]","[2.47e+04,3.64e+04]"
05003,0,2008,10.744538,21853,23.6,11,34934,6,5,6,0.0032032215256486522,South,"(10.6,32]","[2.47e+04,3.64e+04]"
05003,0,2009,9.35,21853,23.6,11,34934,6,5,6,0.0032032215256486522,South,"(10.6,32]","[2.47e+04,3.64e+04]"
05003,0,2010,11.214167,21853,23.6,11,34934,6,5,6,0.0032032215256486522,South,"(10.6,32]","[2.47e+04,3.64e+04]"
05003,0,2011,11.213559,21853,23.6,11,34934,6,5,6,0.0032032215256486522,South,"(10.6,32]","[2.47e+04,3.64e+04]"
05003,0,2012,9.95042,21853,23.6,11,34934,6,5,6,0.0032032215256486522,South,"(10.6,32]","[2.47e+04,3.64e+04]"
05003,0,2013,9.118103,21853,23.6,11,34934,6,5,6,0.0032032215256486522,South,"(10.6,32]","[2.47e+04,3.64e+04]"
05003,0,2014,8.673729,21853,23.6,11,34934,6,5,6,0.0032032215256486522,South,"(10.6,32]","[2.47e+04,3.64e+04]"
05003,0,2015,8.237931,21853,23.6,11,34934,6,5,6,0.0032032215256486522,South,"(10.6,32]","[2.47e+04,3.64e+04]"
05003,0,2016,8.275424,21853,23.6,11,34934,6,5,6,0.0032032215256486522,South,"(10.6,32]","[2.47e+04,3.64e+04]"
05003,0,2017,8.252066,21853,23.6,11,34934,6,5,6,0.0032032215256486522,South,"(10.6,32]","[2.47e+04,3.64e+04]"
05003,0,2018,8.104132,21853,23.6,11,34934,6,5,6,0.0032032215256486522,South,"(10.6,32]","[2.47e+04,3.64e+04]"
05067,0,2006,10.543859999999999,17997,28.4,12,27615,6,5,6,0.005056398288603656,South,"(10.6,32]","[2.47e+04,3.64e+04]"
05067,0,2007,12.217797,17997,28.4,12,27615,6,5,6,0.005056398288603656,South,"(10.6,32]","[2.47e+04,3.64e+04]"
05067,0,2008,11.186885,17997,28.4,12,27615,6,5,6,0.005056398288603656,South,"(10.6,32]","[2.47e+04,3.64e+04]"
05067,0,2009,9.15,17997,28.4,12,27615,6,5,6,0.005056398288603656,South,"(10.6,32]","[2.47e+04,3.64e+04]"
05067,0,2010,11.014166999999999,17997,28.4,12,27615,6,5,6,0.005056398288603656,South,"(10.6,32]","[2.47e+04,3.64e+04]"
05067,0,2011,10.32906,17997,28.4,12,27615,6,5,6,0.005056398288603656,South,"(10.6,32]","[2.47e+04,3.64e+04]"
05067,0,2012,9.40087,17997,28.4,12,27615,6,5,6,0.005056398288603656,South,"(10.6,32]","[2.47e+04,3.64e+04]"
05067,0,2013,9.035088,17997,28.4,12,27615,6,5,6,0.005056398288603656,South,"(10.6,32]","[2.47e+04,3.64e+04]"
05067,0,2014,9.617143,17997,28.4,12,27615,6,5,6,0.005056398288603656,South,"(10.6,32]","[2.47e+04,3.64e+04]"
