County,county_type,year,annual_mean_all,total_pop,pop_density,housing_density,hh_income,land_use,State,EPA_region,native_prop,popd_q,hhinc_q
01033,0,2004,11.812280999999999,54428,91.8,43.5,39610,4,1,4,0.004905563313000662,"(67.8,112]","(3.9e+04,4.21e+04]"
01033,0,2005,13.28547,54428,91.8,43.5,39610,4,1,4,0.004905563313000662,"(67.8,112]","(3.9e+04,4.21e+04]"
01033,0,2006,12.611666999999999,54428,91.8,43.5,39610,4,1,4,0.004905563313000662,"(67.8,112]","(3.9e+04,4.21e+04]"
01033,0,2007,12.870536,54428,91.8,43.5,39610,4,1,4,0.004905563313000662,"(67.8,112]","(3.9e+04,4.21e+04]"
01033,0,2008,11.212174,54428,91.8,43.5,39610,4,1,4,0.004905563313000662,"(67.8,112]","(3.9e+04,4.21e+04]"
01033,0,2009,9.387618999999999,54428,91.8,43.5,39610,4,1,4,0.004905563313000662,"(67.8,112]","(3.9e+04,4.21e+04]"
01033,0,2010,10.546956999999999,54428,91.8,43.5,39610,4,1,4,0.004905563313000662,"(67.8,112]","(3.9e+04,4.21e+04]"
01033,0,2011,10.324347999999999,54428,91.8,43.5,39610,4,1,4,0.004905563313000662,"(67.8,112]","(3.9e+04,4.21e+04]"
01033,0,2012,8.817355,54428,91.8,43.5,39610,4,1,4,0.004905563313000662,"(67.8,112]","(3.9e+04,4.21e+04]"
01033,0,2013,8.6175,54428,91.8,43.5,39610,4,1,4,0.004905563313000662,"(67.8,112]","(3.9e+04,4.21e+04]"
01033,0,2014,9.290517,54428,91.8,43.5,39610,4,1,4,0.004905563313000662,"(67.8,112]","(3.9e+04,4.21e+04]"
01033,0,2015,8.731667,54428,91.8,43.5,39610,4,1,4,0.004905563313000662,"(67.8,112]","(3.9e+04,4.21e+04]"
01033,0,2016,7.492241,54428,91.8,43.5,39610,4,1,4,0.004905563313000662,"(67.8,112]","(3.9e+04,4.21e+04]"
01033,0,2017,7.382352999999999,54428,91.8,43.5,39610,4,1,4,0.004905563313000662,"(67.8,112]","(3.9e+04,4.21e+04]"
01033,0,2018,7.53719,54428,91.8,43.5,39610,4,1,4,0.004905563313000662,"(67.8,112]","(3.9e+04,4.21e+04]"
01049,0,2000,17.691489,71109,91.5,40,35065,6,1,4,0.013626967050584315,"(67.8,112]","[2.47e+04,3.64e+04]"
01049,0,2001,14.241964,71109,91.5,40,35065,6,1,4,0.013626967050584315,"(67.8,112]","[2.47e+04,3.64e+04]"
01049,0,2002,14.603738,71109,91.5,40,35065,6,1,4,0.013626967050584315,"(67.8,112]","[2.47e+04,3.64e+04]"
01049,0,2003,14.904347999999999,71109,91.5,40,35065,6,1,4,0.013626967050584315,"(67.8,112]","[2.47e+04,3.64e+04]"
01049,0,2004,14.159459,71109,91.5,40,35065,6,1,4,0.013626967050584315,"(67.8,112]","[2.47e+04,3.64e+04]"
01049,0,2005,14.195651999999999,71109,91.5,40,35065,6,1,4,0.013626967050584315,"(67.8,112]","[2.47e+04,3.64e+04]"
01049,0,2006,13.6,71109,91.5,40,35065,6,1,4,0.013626967050584315,"(67.8,112]","[2.47e+04,3.64e+04]"
01049,0,2007,13.695283,71109,91.5,40,35065,6,1,4,0.013626967050584315,"(67.8,112]","[2.47e+04,3.64e+04]"
01049,0,2008,11.659091,71109,91.5,40,35065,6,1,4,0.013626967050584315,"(67.8,112]","[2.47e+04,3.64e+04]"
01049,0,2009,9.67619,71109,91.5,40,35065,6,1,4,0.013626967050584315,"(67.8,112]","[2.47e+04,3.64e+04]"
01049,0,2010,11.498058,71109,91.5,40,35065,6,1,4,0.013626967050584315,"(67.8,112]","[2.47e+04,3.64e+04]"
01049,0,2011,11.185046999999999,71109,91.5,40,35065,6,1,4,0.013626967050584315,"(67.8,112]","[2.47e+04,3.64e+04]"
01049,0,2012,9.274106999999999,71109,91.5,40,35065,6,1,4,0.013626967050584315,"(67.8,112]","[2.47e+04,3.64e+04]"
01049,0,2013,8.991736,71109,91.5,40,35065,6,1,4,0.013626967050584315,"(67.8,112]","[2.47e+04,3.64e+04]"
01049,0,2014,9.600916999999999,71109,91.5,40,35065,6,1,4,0.013626967050584315,"(67.8,112]","[2.47e+04,3.64e+04]"
01049,0,2015,9.085714,71109,91.5,40,35065,6,1,4,0.013626967050584315,"(67.8,112]","[2.47e+04,3.64e+04]"
01049,0,2016,7.69569,71109,91.5,40,35065,6,1,4,0.013626967050584315,"(67.8,112]","[2.47e+04,3.64e+04]"
01049,0,2017,8.006086999999999,71109,91.5,40,35065,6,1,4,0.013626967050584315,"(67.8,112]","[2.47e+04,3.64e+04]"
01049,0,2018,7.059648999999999,71109,91.5,40,35065,6,1,4,0.013626967050584315,"(67.8,112]","[2.47e+04,3.64e+04]"
01053,0,2000,16.850435,38319,40.5,17.4,31927,6,1,4,0.03361256817766643,"(34.2,67.8]","[2.47e+04,3.64e+04]"
01053,0,2001,12.419091,38319,40.5,17.4,31927,6,1,4,0.03361256817766643,"(34.2,67.8]","[2.47e+04,3.64e+04]"
01053,0,2002,11.913675,38319,40.5,17.4,31927,6,1,4,0.03361256817766643,"(34.2,67.8]","[2.47e+04,3.64e+04]"
01053,0,2003,12.726666999999999,38319,40.5,17.4,31927,6,1,4,0.03361256817766643,"(34.2,67.8]","[2.47e+04,3.64e+04]"
01053,0,2004,12.568182,38319,40.5,17.4,31927,6,1,4,0.03361256817766643,"(34.2,67.8]","[2.47e+04,3.64e+04]"
01053,0,2005,13.535185,38319,40.5,17.4,31927,6,1,4,0.03361256817766643,"(34.2,67.8]","[2.47e+04,3.64e+04]"
01053,0,2006,13.131404999999999,38319,40.5,17.4,31927,6,1,4,0.03361256817766643,"(34.2,67.8]","[2.47e+04,3.64e+04]"
01053,0,2007,12.715385,38319,40.5,17.4,31927,6,1,4,0.03361256817766643,"(34.2,67.8]","[2.47e+04,3.64e+04]"
01055,0,2001,16.396808999999998,104430,195.2,88.7,36422,4,1,4,0.004289954993775735,"(112,201]","(3.64e+04,3.9e+04]"
01055,0,2002,14.942056,104430,195.2,88.7,36422,4,1,4,0.004289954993775735,"(112,201]","(3.64e+04,3.9e+04]"
01055,0,2003,14.249564999999999,104430,195.2,88.7,36422,4,1,4,0.004289954993775735,"(112,201]","(3.64e+04,3.9e+04]"
01055,0,2004,14.379309999999998,104430,195.2,88.7,36422,4,1,4,0.004289954993775735,"(112,201]","(3.64e+04,3.9e+04]"
01055,0,2005,15.513043,104430,195.2,88.7,36422,4,1,4,0.004289954993775735,"(112,201]","(3.64e+04,3.9e+04]"
01055,0,2006,14.513793,104430,195.2,88.7,36422,4,1,4,0.004289954993775735,"(112,201]","(3.64e+04,3.9e+04]"
01055,0,2008,12.375394,104430,195.2,88.7,36422,4,1,4,0.004289954993775735,"(112,201]","(3.64e+04,3.9e+04]"
01055,0,2009,10.200000000000001,104430,195.2,88.7,36422,4,1,4,0.004289954993775735,"(112,201]","(3.64e+04,3.9e+04]"
01055,0,2010,11.779339,104430,195.2,88.7,36422,4,1,4,0.004289954993775735,"(112,201]","(3.64e+04,3.9e+04]"
01055,0,2011,11.423684,104430,195.2,88.7,36422,4,1,4,0.004289954993775735,"(112,201]","(3.64e+04,3.9e+04]"
01055,0,2012,9.626496,104430,195.2,88.7,36422,4,1,4,0.004289954993775735,"(112,201]","(3.64e+04,3.9e+04]"
01055,0,2013,9.230328,104430,195.2,88.7,36422,4,1,4,0.004289954993775735,"(112,201]","(3.64e+04,3.9e+04]"
01055,0,2014,9.335238,104430,195.2,88.7,36422,4,1,4,0.004289954993775735,"(112,201]","(3.64e+04,3.9e+04]"
01055,0,2015,9.109821,104430,195.2,88.7,36422,4,1,4,0.004289954993775735,"(112,201]","(3.64e+04,3.9e+04]"
01055,0,2016,8.195575,104430,195.2,88.7,36422,4,1,4,0.004289954993775735,"(112,201]","(3.64e+04,3.9e+04]"
01055,0,2017,8.849558,104430,195.2,88.7,36422,4,1,4,0.004289954993775735,"(112,201]","(3.64e+04,3.9e+04]"
01055,0,2018,7.738792999999999,104430,195.2,88.7,36422,4,1,4,0.004289954993775735,"(112,201]","(3.64e+04,3.9e+04]"
01069,0,2000,15.679787,101547,175.1,78.2,41022,4,1,4,0.004392054910534038,"(112,201]","(3.9e+04,4.21e+04]"
01069,0,2001,13.969444,101547,175.1,78.2,41022,4,1,4,0.004392054910534038,"(112,201]","(3.9e+04,4.21e+04]"
01069,0,2002,13.057692,101547,175.1,78.2,41022,4,1,4,0.004392054910534038,"(112,201]","(3.9e+04,4.21e+04]"
01069,0,2005,13.200892999999999,101547,175.1,78.2,41022,4,1,4,0.004392054910534038,"(112,201]","(3.9e+04,4.21e+04]"
01069,0,2006,12.940336,101547,175.1,78.2,41022,4,1,4,0.004392054910534038,"(112,201]","(3.9e+04,4.21e+04]"
01069,0,2007,12.148624,101547,175.1,78.2,41022,4,1,4,0.004392054910534038,"(112,201]","(3.9e+04,4.21e+04]"
01069,0,2008,10.508849999999999,101547,175.1,78.2,41022,4,1,4,0.004392054910534038,"(112,201]","(3.9e+04,4.21e+04]"
01069,0,2009,9.491228,101547,175.1,78.2,41022,4,1,4,0.004392054910534038,"(112,201]","(3.9e+04,4.21e+04]"
01069,0,2010,10.271716999999999,101547,175.1,78.2,41022,4,1,4,0.004392054910534038,"(112,201]","(3.9e+04,4.21e+04]"
01069,0,2011,10.193102999999999,101547,175.1,78.2,41022,4,1,4,0.004392054910534038,"(112,201]","(3.9e+04,4.21e+04]"
01069,0,2012,8.797500000000001,101547,175.1,78.2,41022,4,1,4,0.004392054910534038,"(112,201]","(3.9e+04,4.21e+04]"
01069,0,2013,8.27,101547,175.1,78.2,41022,4,1,4,0.004392054910534038,"(112,201]","(3.9e+04,4.21e+04]"
01069,0,2014,8.702703,101547,175.1,78.2,41022,4,1,4,0.004392054910534038,"(112,201]","(3.9e+04,4.21e+04]"
01069,0,2015,7.310744,101547,175.1,78.2,41022,4,1,4,0.004392054910534038,"(112,201]","(3.9e+04,4.21e+04]"
01069,0,2016,7.061538,101547,175.1,78.2,41022,4,1,4,0.004392054910534038,"(112,201]","(3.9e+04,4.21e+04]"
01069,0,2017,8.609321999999999,101547,175.1,78.2,41022,4,1,4,0.004392054910534038,"(112,201]","(3.9e+04,4.21e+04]"
01069,0,2018,7.642105,101547,175.1,78.2,41022,4,1,4,0.004392054910534038,"(112,201]","(3.9e+04,4.21e+04]"
01073,0,2000,18.34643657142857,658466(r38264),592.5,270.5,45244,1,1,4,0.002642505459659269,"(456,757]","(4.39e+04,4.61e+04]"
01073,0,2001,15.690858714285714,658466(r38264),592.5,270.5,45244,1,1,4,0.002642505459659269,"(456,757]","(4.39e+04,4.61e+04]"
01073,0,2002,14.66287957142857,658466(r38264),592.5,270.5,45244,1,1,4,0.002642505459659269,"(456,757]","(4.39e+04,4.61e+04]"
01073,0,2003,14.355931714285715,658466(r38264),592.5,270.5,45244,1,1,4,0.002642505459659269,"(456,757]","(4.39e+04,4.61e+04]"
01073,0,2004,14.61254425,658466(r38264),592.5,270.5,45244,1,1,4,0.002642505459659269,"(456,757]","(4.39e+04,4.61e+04]"
01073,0,2005,16.679586925303454,658466(r38264),592.5,270.5,45244,1,1,4,0.002642505459659269,"(456,757]","(4.39e+04,4.61e+04]"
01073,0,2006,15.798067453941119,658466(r38264),592.5,270.5,45244,1,1,4,0.002642505459659269,"(456,757]","(4.39e+04,4.61e+04]"
01073,0,2007,15.230503209150324,658466(r38264),592.5,270.5,45244,1,1,4,0.002642505459659269,"(456,757]","(4.39e+04,4.61e+04]"
01073,0,2008,12.988407436137072,658466(r38264),592.5,270.5,45244,1,1,4,0.002642505459659269,"(456,757]","(4.39e+04,4.61e+04]"
01073,0,2009,10.46920065337132,658466(r38264),592.5,270.5,45244,1,1,4,0.002642505459659269,"(456,757]","(4.39e+04,4.61e+04]"
01073,0,2010,11.836637270531401,658466(r38264),592.5,270.5,45244,1,1,4,0.002642505459659269,"(456,757]","(4.39e+04,4.61e+04]"
01073,0,2011,11.69139301010101,658466(r38264),592.5,270.5,45244,1,1,4,0.002642505459659269,"(456,757]","(4.39e+04,4.61e+04]"
01073,0,2012,10.637072761061948,658466(r38264),592.5,270.5,45244,1,1,4,0.002642505459659269,"(456,757]","(4.39e+04,4.61e+04]"
01073,0,2013,9.901676289655173,658466(r38264),592.5,270.5,45244,1,1,4,0.002642505459659269,"(456,757]","(4.39e+04,4.61e+04]"
01073,0,2014,10.845948474576272,658466(r38264),592.5,270.5,45244,1,1,4,0.002642505459659269,"(456,757]","(4.39e+04,4.61e+04]"
01073,0,2015,10.348494541666666,658466(r38264),592.5,270.5,45244,1,1,4,0.002642505459659269,"(456,757]","(4.39e+04,4.61e+04]"
01073,0,2016,9.294071605042015,658466(r38264),592.5,270.5,45244,1,1,4,0.002642505459659269,"(456,757]","(4.39e+04,4.61e+04]"
01073,0,2017,9.397045361111111,658466(r38264),592.5,270.5,45244,1,1,4,0.002642505459659269,"(456,757]","(4.39e+04,4.61e+04]"
01073,0,2018,9.28051090880503,658466(r38264),592.5,270.5,45244,1,1,4,0.002642505459659269,"(456,757]","(4.39e+04,4.61e+04]"
01079,1,2001,11.045616666666668,34339,49.7,22,40516,4,1,4,0.05687410815690614,"(34.2,67.8]","(3.9e+04,4.21e+04]"
01079,1,2002,10.920786238532111,34339,49.7,22,40516,4,1,4,0.05687410815690614,"(34.2,67.8]","(3.9e+04,4.21e+04]"
01079,1,2003,11.321780733944955,34339,49.7,22,40516,4,1,4,0.05687410815690614,"(34.2,67.8]","(3.9e+04,4.21e+04]"
01079,1,2004,10.35966517857143,34339,49.7,22,40516,4,1,4,0.05687410815690614,"(34.2,67.8]","(3.9e+04,4.21e+04]"
01079,1,2005,11.91772966101695,34339,49.7,22,40516,4,1,4,0.05687410815690614,"(34.2,67.8]","(3.9e+04,4.21e+04]"
01079,1,2006,10.976425217391304,34339,49.7,22,40516,4,1,4,0.05687410815690614,"(34.2,67.8]","(3.9e+04,4.21e+04]"
01079,1,2007,12.071071929824562,34339,49.7,22,40516,4,1,4,0.05687410815690614,"(34.2,67.8]","(3.9e+04,4.21e+04]"
01079,1,2008,9.200246363636364,34339,49.7,22,40516,4,1,4,0.05687410815690614,"(34.2,67.8]","(3.9e+04,4.21e+04]"
01079,1,2009,7.380336458333334,34339,49.7,22,40516,4,1,4,0.05687410815690614,"(34.2,67.8]","(3.9e+04,4.21e+04]"
01079,1,2010,8.545699107142857,34339,49.7,22,40516,4,1,4,0.05687410815690614,"(34.2,67.8]","(3.9e+04,4.21e+04]"
01079,1,2011,9.402008421052631,34339,49.7,22,40516,4,1,4,0.05687410815690614,"(34.2,67.8]","(3.9e+04,4.21e+04]"
01079,1,2012,7.247759633027523,34339,49.7,22,40516,4,1,4,0.05687410815690614,"(34.2,67.8]","(3.9e+04,4.21e+04]"
01079,1,2013,6.970001834862385,34339,49.7,22,40516,4,1,4,0.05687410815690614,"(34.2,67.8]","(3.9e+04,4.21e+04]"
01079,1,2014,7.469870192307693,34339,49.7,22,40516,4,1,4,0.05687410815690614,"(34.2,67.8]","(3.9e+04,4.21e+04]"
01079,1,2015,6.810129385964912,34339,49.7,22,40516,4,1,4,0.05687410815690614,"(34.2,67.8]","(3.9e+04,4.21e+04]"
01079,1,2016,6.44241686440678,34339,49.7,22,40516,4,1,4,0.05687410815690614,"(34.2,67.8]","(3.9e+04,4.21e+04]"
01079,1,2017,6.2744292561983475,34339,49.7,22,40516,4,1,4,0.05687410815690614,"(34.2,67.8]","(3.9e+04,4.21e+04]"
01079,1,2018,6.271530254237288,34339,49.7,22,40516,4,1,4,0.05687410815690614,"(34.2,67.8]","(3.9e+04,4.21e+04]"
01089,0,2000,16.2375,334811,417.7,182.7,55851,3,1,4,0.007619223980096234,"(304,456]","(5.22e+04,5.64e+04]"
01089,0,2001,14.577686,334811,417.7,182.7,55851,3,1,4,0.007619223980096234,"(304,456]","(5.22e+04,5.64e+04]"
01089,0,2002,13.681033999999999,334811,417.7,182.7,55851,3,1,4,0.007619223980096234,"(304,456]","(5.22e+04,5.64e+04]"
01089,0,2003,13.710434999999999,334811,417.7,182.7,55851,3,1,4,0.007619223980096234,"(304,456]","(5.22e+04,5.64e+04]"
01089,0,2004,13.437963,334811,417.7,182.7,55851,3,1,4,0.007619223980096234,"(304,456]","(5.22e+04,5.64e+04]"
01089,0,2005,14.370000000000001,334811,417.7,182.7,55851,3,1,4,0.007619223980096234,"(304,456]","(5.22e+04,5.64e+04]"
01089,0,2006,13.228570999999999,334811,417.7,182.7,55851,3,1,4,0.007619223980096234,"(304,456]","(5.22e+04,5.64e+04]"
01089,0,2007,13.388696,334811,417.7,182.7,55851,3,1,4,0.007619223980096234,"(304,456]","(5.22e+04,5.64e+04]"
01089,0,2008,12.232941,334811,417.7,182.7,55851,3,1,4,0.007619223980096234,"(304,456]","(5.22e+04,5.64e+04]"
01089,0,2009,9.967213,334811,417.7,182.7,55851,3,1,4,0.007619223980096234,"(304,456]","(5.22e+04,5.64e+04]"
01089,0,2010,11.585833,334811,417.7,182.7,55851,3,1,4,0.007619223980096234,"(304,456]","(5.22e+04,5.64e+04]"
01089,0,2011,11.307692,334811,417.7,182.7,55851,3,1,4,0.007619223980096234,"(304,456]","(5.22e+04,5.64e+04]"
01089,0,2012,9.245833,334811,417.7,182.7,55851,3,1,4,0.007619223980096234,"(304,456]","(5.22e+04,5.64e+04]"
01089,0,2013,8.64,334811,417.7,182.7,55851,3,1,4,0.007619223980096234,"(304,456]","(5.22e+04,5.64e+04]"
01089,0,2014,9,334811,417.7,182.7,55851,3,1,4,0.007619223980096234,"(304,456]","(5.22e+04,5.64e+04]"
01089,0,2015,8.080833,334811,417.7,182.7,55851,3,1,4,0.007619223980096234,"(304,456]","(5.22e+04,5.64e+04]"
01089,0,2016,7.5371429999999995,334811,417.7,182.7,55851,3,1,4,0.007619223980096234,"(304,456]","(5.22e+04,5.64e+04]"
01089,0,2017,7.501695,334811,417.7,182.7,55851,3,1,4,0.007619223980096234,"(304,456]","(5.22e+04,5.64e+04]"
01089,0,2018,7.377311,334811,417.7,182.7,55851,3,1,4,0.007619223980096234,"(304,456]","(5.22e+04,5.64e+04]"
01097,0,2000,15.031309,412992(r38160),335.9,144.9,40996,3,1,4,0.008913005578800558,"(304,456]","(3.9e+04,4.21e+04]"
01097,0,2001,12.6001465,412992(r38160),335.9,144.9,40996,3,1,4,0.008913005578800558,"(304,456]","(3.9e+04,4.21e+04]"
01097,0,2002,11.2970125,412992(r38160),335.9,144.9,40996,3,1,4,0.008913005578800558,"(304,456]","(3.9e+04,4.21e+04]"
01097,0,2003,12.523779666666664,412992(r38160),335.9,144.9,40996,3,1,4,0.008913005578800558,"(304,456]","(3.9e+04,4.21e+04]"
01097,0,2004,11.792005666666666,412992(r38160),335.9,144.9,40996,3,1,4,0.008913005578800558,"(304,456]","(3.9e+04,4.21e+04]"
01097,0,2005,12.352951333333332,412992(r38160),335.9,144.9,40996,3,1,4,0.008913005578800558,"(304,456]","(3.9e+04,4.21e+04]"
01097,0,2006,12.109624499999999,412992(r38160),335.9,144.9,40996,3,1,4,0.008913005578800558,"(304,456]","(3.9e+04,4.21e+04]"
01097,0,2007,10.830343,412992(r38160),335.9,144.9,40996,3,1,4,0.008913005578800558,"(304,456]","(3.9e+04,4.21e+04]"
01097,0,2008,10.03211,412992(r38160),335.9,144.9,40996,3,1,4,0.008913005578800558,"(304,456]","(3.9e+04,4.21e+04]"
01097,0,2009,9.117619,412992(r38160),335.9,144.9,40996,3,1,4,0.008913005578800558,"(304,456]","(3.9e+04,4.21e+04]"
01097,0,2010,9.6331865,412992(r38160),335.9,144.9,40996,3,1,4,0.008913005578800558,"(304,456]","(3.9e+04,4.21e+04]"
01097,0,2011,9.73462,412992(r38160),335.9,144.9,40996,3,1,4,0.008913005578800558,"(304,456]","(3.9e+04,4.21e+04]"
01097,0,2012,8.765421,412992(r38160),335.9,144.9,40996,3,1,4,0.008913005578800558,"(304,456]","(3.9e+04,4.21e+04]"
01097,0,2013,8.287179,412992(r38160),335.9,144.9,40996,3,1,4,0.008913005578800558,"(304,456]","(3.9e+04,4.21e+04]"
01097,0,2014,9.015253999999999,412992(r38160),335.9,144.9,40996,3,1,4,0.008913005578800558,"(304,456]","(3.9e+04,4.21e+04]"
01097,0,2015,8.38,412992(r38160),335.9,144.9,40996,3,1,4,0.008913005578800558,"(304,456]","(3.9e+04,4.21e+04]"
01097,0,2016,8.078512,412992(r38160),335.9,144.9,40996,3,1,4,0.008913005578800558,"(304,456]","(3.9e+04,4.21e+04]"
01097,0,2017,7.9531529999999995,412992(r38160),335.9,144.9,40996,3,1,4,0.008913005578800558,"(304,456]","(3.9e+04,4.21e+04]"
01097,0,2018,8.097297,412992(r38160),335.9,144.9,40996,3,1,4,0.008913005578800558,"(304,456]","(3.9e+04,4.21e+04]"
01101,0,2000,17.377477,229363,292.5,129.6,43725,3,1,4,0.0025679817581737248,"(201,304]","(4.21e+04,4.39e+04]"
01101,0,2001,14.498213999999999,229363,292.5,129.6,43725,3,1,4,0.0025679817581737248,"(201,304]","(4.21e+04,4.39e+04]"
01101,0,2002,14.548276,229363,292.5,129.6,43725,3,1,4,0.0025679817581737248,"(201,304]","(4.21e+04,4.39e+04]"
01101,0,2003,14.068067,229363,292.5,129.6,43725,3,1,4,0.0025679817581737248,"(201,304]","(4.21e+04,4.39e+04]"
01101,0,2004,13.827119,229363,292.5,129.6,43725,3,1,4,0.0025679817581737248,"(201,304]","(4.21e+04,4.39e+04]"
01101,0,2005,14.338332999999999,229363,292.5,129.6,43725,3,1,4,0.0025679817581737248,"(201,304]","(4.21e+04,4.39e+04]"
01101,0,2006,14.471074,229363,292.5,129.6,43725,3,1,4,0.0025679817581737248,"(201,304]","(4.21e+04,4.39e+04]"
01101,0,2007,13.361775,229363,292.5,129.6,43725,3,1,4,0.0025679817581737248,"(201,304]","(4.21e+04,4.39e+04]"
01101,0,2008,11.850932,229363,292.5,129.6,43725,3,1,4,0.0025679817581737248,"(201,304]","(4.21e+04,4.39e+04]"
01101,0,2009,10.244211,229363,292.5,129.6,43725,3,1,4,0.0025679817581737248,"(201,304]","(4.21e+04,4.39e+04]"
01101,0,2010,10.765714,229363,292.5,129.6,43725,3,1,4,0.0025679817581737248,"(201,304]","(4.21e+04,4.39e+04]"
