county_type,County,year,annual_mean_all,State,State_Name
1,01079,2001,11.045616666666668,1,AL
1,01079,2002,10.920786238532111,1,AL
1,01079,2003,11.321780733944955,1,AL
1,01079,2004,10.35966517857143,1,AL
1,01079,2005,11.91772966101695,1,AL
1,01079,2006,10.976425217391304,1,AL
1,01079,2007,12.071071929824562,1,AL
1,01079,2008,9.200246363636364,1,AL
1,01079,2009,7.380336458333334,1,AL
1,01079,2010,8.545699107142857,1,AL
1,01079,2011,9.402008421052631,1,AL
1,01079,2012,7.247759633027523,1,AL
1,01079,2013,6.970001834862385,1,AL
1,01079,2014,7.469870192307693,1,AL
1,01079,2015,6.810129385964912,1,AL
1,01079,2016,6.44241686440678,1,AL
1,01079,2017,6.2744292561983475,1,AL
1,01079,2018,6.271530254237288,1,AL
1,04001,2001,3.4953416666666666,4,AZ
1,04001,2002,3.357195575221239,4,AZ
1,04001,2003,3.3356394736842105,4,AZ
1,04001,2004,2.5678478632478634,4,AZ
1,04001,2005,2.983122881355932,4,AZ
1,04001,2006,2.4691825688073394,4,AZ
1,04001,2007,2.9589247863247863,4,AZ
1,04001,2008,3.7168897435897437,4,AZ
1,04001,2009,2.9755354545454544,4,AZ
1,04001,2010,2.3919736363636366,4,AZ
1,04001,2011,2.756002105263158,4,AZ
1,04001,2012,3.337370909090909,4,AZ
1,04001,2013,2.8429324324324323,4,AZ
1,04001,2014,2.804667676767677,4,AZ
1,04001,2015,2.2703470689655174,4,AZ
1,04001,2016,2.3113634782608696,4,AZ
1,04001,2017,2.794211592920354,4,AZ
1,04001,2018,2.2524595327102803,4,AZ
1,04005,2000,4.809491325242718,4,AZ
1,04005,2001,5.086369928139984,4,AZ
1,04005,2002,4.963992862324097,4,AZ
1,04005,2003,4.550404023307436,4,AZ
1,04005,2004,4.603377851698807,4,AZ
1,04005,2005,4.577455202839756,4,AZ
1,04005,2006,4.399674444033189,4,AZ
1,04005,2007,5.300193958534687,4,AZ
1,04005,2008,4.403219545853124,4,AZ
1,04005,2009,4.717711549697332,4,AZ
1,04005,2010,3.891778893501967,4,AZ
1,04005,2011,4.15692047970253,4,AZ
1,04005,2012,4.756129404932177,4,AZ
1,04005,2013,4.1194928180196255,4,AZ
1,04005,2014,4.006583552631579,4,AZ
1,04005,2015,2.466397863247863,4,AZ
1,04005,2016,3.1961892661812294,4,AZ
1,04005,2017,4.206986581741788,4,AZ
1,04005,2018,4.032433654000731,4,AZ
1,04007,2001,5.759931773979107,4,AZ
1,04007,2002,4.62888354904101,4,AZ
1,04007,2003,6.3496115127970185,4,AZ
1,04007,2004,5.497674538779402,4,AZ
1,04007,2005,5.528768385744235,4,AZ
1,04007,2006,6.7118639912280695,4,AZ
1,04007,2007,6.902981925233645,4,AZ
1,04007,2008,4.759208771929824,4,AZ
1,04007,2009,3.7058971048109965,4,AZ
1,04007,2010,3.4649046496949296,4,AZ
1,04007,2011,4.288770085470086,4,AZ
1,04007,2012,4.659063156777862,4,AZ
1,04007,2013,3.4009054599020505,4,AZ
1,04007,2014,4.173868468468468,4,AZ
1,04007,2015,3.577859579831933,4,AZ
1,04007,2016,3.5292081355932203,4,AZ
1,04007,2017,3.969264661016949,4,AZ
1,04007,2018,3.890101120689655,4,AZ
1,04017,2000,3.1102641304347824,4,AZ
1,04017,2001,3.2803778846153846,4,AZ
1,04017,2002,4.068804237288136,4,AZ
1,04017,2003,4.445904237288135,4,AZ
1,04017,2004,3.526111224489796,4,AZ
1,04017,2005,3.8495460869565217,4,AZ
1,04017,2006,3.5534935185185184,4,AZ
1,04017,2007,3.8561969696969696,4,AZ
1,04017,2008,3.7516739130434784,4,AZ
1,04017,2009,3.9301910714285713,4,AZ
1,04017,2010,3.3700596330275228,4,AZ
1,04017,2011,3.324951401869159,4,AZ
1,04017,2012,3.8131396226415095,4,AZ
1,04017,2013,2.881935294117647,4,AZ
1,04017,2014,2.839298275862069,4,AZ
1,04017,2015,2.642421724137931,4,AZ
1,04017,2016,2.875800826446281,4,AZ
1,04017,2017,3.07038850877193,4,AZ
1,04017,2018,2.998657232142857,4,AZ
1,04019,2002,6.6492454480084,4,AZ
1,04019,2003,6.534911183775812,4,AZ
1,04019,2004,4.833496955275568,4,AZ
1,04019,2005,5.330146240653358,4,AZ
1,04019,2006,5.416914178241344,4,AZ
1,04019,2007,5.779592872118684,4,AZ
1,04019,2008,5.2359883475530795,4,AZ
1,04019,2009,4.964394788938334,4,AZ
1,04019,2010,4.387199745276034,4,AZ
1,04019,2011,5.419405267508794,4,AZ
1,04019,2012,5.378381297309794,4,AZ
1,04019,2013,4.739888106164059,4,AZ
1,04019,2014,5.162307202084655,4,AZ
1,04019,2015,4.1844628063218385,4,AZ
1,04019,2016,5.1051233045928734,4,AZ
1,04019,2017,4.418979663775351,4,AZ
1,04019,2018,4.163661336898396,4,AZ
1,04021,2000,7.8814969999999995,4,AZ
1,04021,2001,6.9881835,4,AZ
1,04021,2002,6.746315406162464,4,AZ
1,04021,2003,6.807993722222221,4,AZ
1,04021,2004,5.546451012012011,4,AZ
1,04021,2005,5.857832453453454,4,AZ
1,04021,2006,5.936796655462184,4,AZ
1,04021,2007,7.428745726190475,4,AZ
1,04021,2008,7.710945070028011,4,AZ
1,04021,2009,6.675907012012012,4,AZ
1,04021,2010,5.928500347826087,4,AZ
1,04021,2011,7.423526942528736,4,AZ
1,04021,2012,7.288611033057851,4,AZ
1,04021,2013,5.886660367231638,4,AZ
1,04021,2014,5.99428227065527,4,AZ
1,04021,2015,5.106198652661065,4,AZ
1,04021,2016,9.234126999999999,4,AZ
1,04021,2017,10.079681666666666,4,AZ
1,04021,2018,8.835612333333332,4,AZ
1,06015,2000,3.906784693877551,6,CA
1,06015,2001,3.811309009009009,6,CA
1,06015,2002,3.8992477064220186,6,CA
1,06015,2003,3.091624770642202,6,CA
1,06015,2004,3.4584735042735044,6,CA
1,06015,2005,3.1159273504273504,6,CA
1,06015,2006,3.746296551724138,6,CA
1,06015,2007,3.229030909090909,6,CA
1,06015,2008,3.928608849557522,6,CA
1,06015,2009,3.312255357142857,6,CA
1,06015,2010,2.8356777777777777,6,CA
1,06015,2011,3.469073275862069,6,CA
1,06015,2012,2.714323275862069,6,CA
1,06015,2013,3.269896666666667,6,CA
1,06015,2014,3.6385921739130436,6,CA
1,06015,2015,4.614447982456141,6,CA
1,06015,2016,3.376283879310345,6,CA
1,06015,2017,4.750483362831859,6,CA
1,06015,2018,3.9776559,6,CA
1,06023,2000,9.268965999999999,6,CA
1,06023,2001,9.206897,6,CA
1,06023,2002,7.794915,6,CA
1,06023,2003,8.326922999999999,6,CA
1,06023,2004,8.215517,6,CA
1,06023,2006,8.136144999999999,6,CA
1,06023,2007,8.05125,6,CA
1,06023,2008,8.0437255,6,CA
1,06023,2009,7.5605755,6,CA
1,06023,2010,5.9043135,6,CA
1,06023,2011,6.7893384999999995,6,CA
1,06023,2012,5.995359499999999,6,CA
1,06023,2013,7.397701,6,CA
1,06023,2014,5.5709089999999994,6,CA
1,06023,2015,5.883897999999999,6,CA
1,06023,2016,6.054237,6,CA
1,06023,2017,7.871817999999999,6,CA
1,06023,2018,7.033898,6,CA
1,06027,2000,3.838693203883495,6,CA
1,06027,2001,4.885949147540984,6,CA
1,06027,2002,6.912873586956522,6,CA
1,06027,2003,4.70421789380531,6,CA
1,06027,2004,3.9987731092436976,6,CA
1,06027,2005,4.2748973898305085,6,CA
1,06027,2006,5.239643293103448,6,CA
1,06027,2007,5.002666043478261,6,CA
1,06027,2008,5.860698999999999,6,CA
1,06027,2009,5.175218289256199,6,CA
1,06027,2010,4.3100190254237285,6,CA
1,06027,2011,5.170195909090909,6,CA
1,06027,2012,5.16753683898305,6,CA
1,06027,2013,8.205357,6,CA
1,06027,2014,5.755039210084034,6,CA
1,06027,2015,5.339018163841808,6,CA
1,06027,2016,4.071149604719764,6,CA
1,06027,2017,4.778265218390804,6,CA
1,06027,2018,6.959343813813813,6,CA
1,08007,2002,6.5875,8,CO
1,08007,2003,5.4966669999999995,8,CO
1,08007,2004,5.726153999999999,8,CO
1,08007,2006,4.585713999999999,8,CO
1,08067,2000,4.950943,8,CO
1,08067,2001,4.84,8,CO
1,08067,2002,6.093443,8,CO
1,08067,2003,5.831579,8,CO
1,08067,2005,2.942366086956522,8,CO
1,08067,2006,2.890927731092437,8,CO
1,08067,2007,3.4069175438596493,8,CO
1,08067,2008,3.4081956140350878,8,CO
1,08067,2009,3.422415315315315,8,CO
1,08067,2010,3.969791347826087,8,CO
1,08067,2011,4.005377045977011,8,CO
1,08067,2012,4.099273222689075,8,CO
1,08067,2013,4.009589548022599,8,CO
1,08067,2014,3.3868269467787115,8,CO
1,08067,2015,2.928118913165266,8,CO
1,08067,2016,2.8243211779661017,8,CO
1,08067,2017,2.9100789915966385,8,CO
1,08067,2018,3.3817412605042017,8,CO
1,08083,2000,3.200385436893204,8,CO
1,08083,2001,3.1914102803738316,8,CO
1,08083,2002,4.617897345132743,8,CO
1,08083,2003,5.015466055045872,8,CO
1,08083,2004,2.7856216666666667,8,CO
1,08083,2005,2.816850442477876,8,CO
1,08083,2006,3.016086956521739,8,CO
1,08083,2007,3.024829565217391,8,CO
1,08083,2008,2.9336880341880343,8,CO
1,08083,2009,4.885074369565217,8,CO
1,08083,2010,4.535433730769231,8,CO
1,08083,2011,4.458070008264462,8,CO
1,08083,2012,4.4196569958677685,8,CO
1,08083,2013,4.528458464285714,8,CO
1,08083,2014,3.8025221965811964,8,CO
1,08083,2015,2.229003666666667,8,CO
1,08083,2016,1.9492996428571427,8,CO
1,08083,2017,2.124563243243243,8,CO
1,08083,2018,2.415895338983051,8,CO
1,16009,2004,9.283607,16,ID
1,16009,2005,7.932961,16,ID
1,16009,2006,8.263461499999998,16,ID
1,16009,2007,10.013274,16,ID
1,16009,2008,9.050442,16,ID
1,16009,2009,9.715,16,ID
1,16009,2010,9.637143,16,ID
